p1_hp_pct,p1_alive,p2_hp_pct,p2_alive,p1_won
0.2923,2,0.3102,2,1
0.2049,2,0.2528,2,1
0.1787,1,0.1955,2,1
0.1787,1,0.0498,1,1
0.1787,1,0.0,0,1
0.8628,6,0.8931,6,1
0.8603,5,0.8028,5,1
0.7926,5,0.7359,5,1
0.7249,5,0.6689,5,1
0.682,5,0.6241,4,1
0.6542,4,0.5362,4,1
0.6016,4,0.4883,3,1
0.5423,4,0.438,3,1
0.4831,4,0.3876,3,1
0.4541,3,0.3544,3,1
0.3156,2,0.3034,2,1
0.2842,2,0.1996,2,1
0.2279,2,0.1923,1,1
0.1644,2,0.0,0,1
0.9184,6,0.8443,5,1
0.8559,6,0.7747,5,1
0.8253,5,0.7552,5,1
0.6927,4,0.6868,5,1
0.6273,4,0.6414,4,1
0.5252,4,0.5557,4,1
0.5,3,0.5201,4,1
0.4142,3,0.4707,3,1
0.3331,3,0.4707,3,1
0.2521,3,0.35,3,1
0.2395,2,0.3092,2,1
0.2221,2,0.1557,1,1
0.1735,2,0.0,0,1
0.9149,6,0.8475,6,0
0.8746,5,0.8354,5,0
0.7894,5,0.7977,5,0
0.7151,4,0.7813,5,0
0.5216,3,0.7509,5,0
0.4149,3,0.7151,5,0
0.3337,2,0.6768,4,0
0.2537,2,0.5565,4,0
0.1765,1,0.5425,3,0
0.0953,1,0.4696,3,0
0.0142,1,0.3967,3,0
0.0,0,0.384,2,0
0.8447,5,0.9294,6,0
0.7661,5,0.8354,5,0
0.646,4,0.6456,4,0
0.5743,4,0.4811,3,0
0.513,4,0.3695,3,0
0.4845,3,0.2787,2,0
0.4845,3,0.273,2,0
0.3422,3,0.2421,2,0
0.2859,2,0.2112,2,0
0.1491,1,0.2005,2,0
0.0619,1,0.1614,2,0
0.0,0,0.1614,2,0
0.9051,6,1.0,6,0
0.8422,5,0.8852,6,0
0.7999,5,0.8674,5,0
0.6639,4,0.8439,5,0
0.6639,4,0.8439,5,0
0.6639,4,0.8094,5,0
0.5417,4,0.7687,5,0
0.4993,3,0.7279,5,0
0.4365,3,0.7147,5,0
0.3757,2,0.6946,5,0
0.2111,1,0.6625,4,0
0.1612,1,0.5011,3,0
0.1202,1,0.3456,2,0
0.0,0,0.2463,2,0
0.8525,5,0.9855,6,0
0.7111,4,0.9685,6,0
0.5355,4,0.8671,6,0
0.533,3,0.8356,5,0
0.4155,3,0.7217,5,0
0.355,2,0.6417,5,0
0.2913,2,0.6335,4,0
0.2754,2,0.4899,4,0
0.2558,2,0.4817,3,0
0.1965,2,0.381,3,0
0.1659,1,0.2846,2,0
0.0979,1,0.2021,2,0
0.03,1,0.1518,1,0
0.0,0,0.1518,1,0
0.9229,6,0.9097,6,0
0.8458,6,0.8195,6,0
0.7495,5,0.7948,5,0
0.6031,4,0.725,5,0
0.5333,4,0.725,5,0
0.4672,3,0.6378,4,0
0.4672,3,0.568,4,0
0.3995,3,0.568,4,0
0.3198,3,0.5066,4,0
0.3135,2,0.4567,3,0
0.2891,2,0.29,2,0
0.1682,2,0.1691,1,0
0.1359,1,0.0716,1,0
0.0214,1,0.0313,1,0
0.0,0,0.0313,1,0
0.9455,6,0.909,6,1
0.8787,6,0.8476,5,1
0.8587,5,0.781,5,1
0.7884,5,0.6689,4,1
0.7292,5,0.5251,4,1
0.7028,5,0.4835,3,1
0.6999,4,0.4406,3,1
0.6471,4,0.4037,3,1
0.5944,4,0.3668,3,1
0.5416,4,0.3298,3,1
0.5293,3,0.3113,2,1
0.4543,3,0.2553,2,1
0.3792,3,0.1992,2,1
0.3792,3,0.1207,2,1
0.3529,2,0.06,1,1
0.286,2,0.0165,1,1
0.286,2,0.0,0,1
0.8831,6,0.9439,6,0
0.8716,5,0.8493,6,0
0.7701,5,0.8493,6,0
0.705,4,0.8242,5,0
0.6066,4,0.7529,5,0
0.5511,3,0.6817,5,0
0.4649,3,0.66,4,0
0.3972,2,0.5426,3,0
0.2765,2,0.361,3,0
0.205,1,0.34,2,0
0.1577,1,0.2179,2,0
0.1111,1,0.1875,1,0
0.0517,1,0.1425,1,0
0.0,0,0.1425,1,0
0.9767,6,0.8683,6,1
0.929,6,0.8477,5,1
0.8739,6,0.7737,5,1
0.8189,6,0.6996,5,1
0.8035,5,0.665,4,1
0.7415,5,0.4703,3,1
0.6441,5,0.3119,2,1
0.6112,4,0.2045,2,1
0.5524,4,0.1523,1,1
0.4936,4,0.0862,1,1
0.473,3,0.02,1,1
0.473,3,0.0,0,1
0.8985,6,0.9539,6,0
0.797,6,0.9077,6,0
0.797,6,0.8781,6,0
0.7049,6,0.8781,6,0
0.6313,5,0.8485,6,0
0.6307,4,0.8343,6,0
0.5412,4,0.8155,6,0
0.4968,3,0.7825,6,0
0.4207,3,0.7432,6,0
0.3445,3,0.7039,6,0
0.3249,2,0.6908,5,0
0.2253,2,0.6247,5,0
0.1593,1,0.5945,4,0
0.1155,1,0.4516,3,0
0.0501,1,0.3001,3,0
0.0,0,0.2973,2,0
0.9333,6,0.8438,5,1
0.8423,6,0.7007,4,1
0.75,6,0.7007,4,1
0.6671,5,0.5683,4,1
0.6153,5,0.5683,4,1
0.5499,5,0.5184,3,1
0.5044,4,0.4448,3,1
0.4744,3,0.3533,3,1
0.3965,3,0.304,2,1
0.3697,3,0.1609,1,1
0.3242,2,0.092,1,1
0.3242,2,0.0,0,1
0.9402,6,0.8365,5,0
0.8805,6,0.7732,5,0
0.836,5,0.7099,5,0
0.7469,5,0.6516,5,0
0.6888,4,0.6291,4,0
0.6285,4,0.6059,4,0
0.5682,4,0.5827,4,0
0.5259,3,0.5677,4,0
0.4538,3,0.5006,4,0
0.4042,3,0.4405,3,0
0.3399,3,0.3459,3,0
0.2999,2,0.2788,3,0
0.2046,2,0.2707,2,0
0.1776,2,0.2356,2,0
0.1505,2,0.2005,2,0
0.1471,1,0.1654,2,0
0.0,0,0.1573,1,0
0.9246,6,0.8493,6,1
0.8168,6,0.8313,5,1
0.8006,5,0.7167,4,1
0.7598,5,0.566,3,1
0.6637,5,0.4424,3,1
0.6324,4,0.3974,2,1
0.5374,4,0.3139,2,1
0.4978,3,0.2425,2,1
0.4196,3,0.1927,1,1
0.3358,3,0.0942,1,1
0.3073,2,0.0,0,1
0.914,6,0.8688,6,0
0.8366,6,0.8647,5,0
0.8274,5,0.734,5,0
0.6574,4,0.7045,4,0
0.4517,3,0.5887,4,0
0.3843,3,0.5266,4,0
0.3168,3,0.497,3,0
0.2923,2,0.4592,3,0
0.1462,1,0.4019,3,0
0.0,0,0.3381,2,0
0.8838,6,0.9233,6,0
0.8737,5,0.8106,5,0
0.8392,5,0.7266,5,0
0.8046,5,0.6516,4,0
0.7726,5,0.6516,4,0
0.7399,5,0.5883,4,0
0.7073,5,0.525,4,0
0.642,4,0.4805,3,0
0.5471,3,0.4105,3,0
0.4742,3,0.4105,3,0
0.4014,3,0.3191,3,0
0.3706,2,0.3057,2,0
0.2224,2,0.2674,2,0
0.1966,1,0.2442,2,0
0.0,0,0.2442,2,0
0.9395,6,0.9275,6,0
0.8789,6,0.8588,5,0
0.862,5,0.8176,5,0
0.6991,4,0.8071,5,0
0.6205,4,0.6934,4,0
0.4925,3,0.6571,4,0
0.4257,3,0.5599,4,0
0.3589,3,0.5335,3,0
0.3109,2,0.472,3,0
0.1479,1,0.4,3,0
0.0,0,0.4,3,0
0.8655,6,0.8518,6,0
0.8471,5,0.8441,5,0
0.7341,5,0.7886,5,0
0.6815,4,0.7392,5,0
0.5831,4,0.6915,5,0
0.4848,4,0.6437,5,0
0.4778,3,0.6249,5,0
0.3376,2,0.611,5,0
0.2938,2,0.5993,4,0
0.1783,1,0.5072,4,0
0.0,0,0.4489,3,0
0.9077,6,0.8553,6,1
0.9077,6,0.8013,6,1
0.8476,5,0.7635,6,1
0.7777,5,0.7065,6,1
0.7309,5,0.6567,5,1
0.715,4,0.6255,4,1
0.5693,4,0.5798,4,1
0.5033,3,0.5342,4,1
0.434,3,0.4808,3,1
0.3648,3,0.3842,3,1
0.3311,2,0.3121,2,1
0.2335,2,0.2305,2,1
0.159,1,0.1855,1,1
0.0495,1,0.069,1,1
0.0495,1,0.0,0,1
0.9558,6,0.8765,6,1
0.9036,6,0.8612,5,1
0.8324,5,0.8044,5,1
0.7252,5,0.709,5,1
0.7188,4,0.6674,4,1
0.6773,4,0.6674,4,1
0.6358,4,0.6183,4,1
0.5943,4,0.5691,4,1
0.5781,3,0.5199,4,1
0.4741,3,0.4854,3,1
0.4025,3,0.3765,3,1
0.3944,2,0.2974,2,1
0.3567,2,0.1756,2,1
0.3567,2,0.1077,2,1
0.3098,2,0.1077,2,1
0.2656,2,0.0053,1,1
0.2656,2,0.0,0,1
0.9466,6,0.8751,6,1
0.8624,6,0.8469,5,1
0.8333,5,0.774,5,1
0.7859,5,0.6655,4,1
0.7076,5,0.5492,4,1
0.672,5,0.4842,3,1
0.6311,5,0.3254,2,1
0.6074,4,0.1893,1,1
0.6074,4,0.0,0,1
0.8355,5,0.8507,5,0
0.7169,4,0.8401,5,0
0.5066,3,0.7602,5,0
0.3224,2,0.7274,5,0
0.1599,2,0.6791,5,0
0.1514,1,0.6394,4,0
0.0,0,0.6394,4,0
0.9432,6,0.9744,6,1
0.8863,6,0.9489,6,1
0.8333,5,0.9233,6,1
0.8052,5,0.8977,6,1
0.7637,5,0.8782,5,1
0.7171,5,0.8297,5,1
0.6705,5,0.7813,5,1
0.6603,4,0.7328,5,1
0.5473,4,0.6622,4,1
0.5064,3,0.603,4,1
0.4221,3,0.4731,3,1
0.3525,2,0.426,3,1
0.3193,2,0.3042,2,1
0.235,2,0.1561,2,1
0.235,2,0.1003,2,1
0.2126,2,0.0343,1,1
0.1475,1,0.0,0,1
0.9541,6,0.9377,6,0
0.9398,6,0.8899,5,0
0.9094,6,0.7405,4,0
0.8505,5,0.6932,4,0
0.7891,5,0.6367,4,0
0.7277,5,0.5802,4,0
0.6762,4,0.5213,4,0
0.5285,4,0.4862,3,0
0.5105,3,0.3472,2,0
0.4138,3,0.2803,2,0
0.3424,2,0.2543,2,0
0.1495,1,0.2065,2,0
0.0,0,0.2065,2,0
0.9119,6,0.8664,6,1
0.8607,5,0.8381,5,1
0.7859,5,0.7235,5,1
0.7111,5,0.6532,4,1
0.6942,5,0.5743,4,1
0.6755,5,0.5029,3,1
0.6659,4,0.409,3,1
0.4608,4,0.3525,2,1
0.4524,4,0.3525,2,1
0.4306,4,0.28,2,1
0.4306,4,0.2523,2,1
0.4047,4,0.2212,2,1
0.3788,4,0.1901,2,1
0.3528,4,0.159,2,1
0.3396,3,0.1141,2,1
0.3028,2,0.0778,1,1
0.3028,2,0.0,0,1
0.8755,5,0.8728,6,0
0.8044,5,0.8553,5,0
0.6604,4,0.8553,5,0
0.5756,3,0.8177,5,0
0.4316,3,0.6729,4,0
0.3924,2,0.5733,4,0
0.3924,2,0.448,4,0
0.1962,1,0.3722,3,0
0.1962,1,0.2086,2,0
0.1115,1,0.1385,1,0
0.0267,1,0.0714,1,0
0.0,0,0.0044,1,0
0.8773,6,0.9098,6,0
0.8474,5,0.8269,5,0
0.7832,5,0.6787,4,0
0.6413,5,0.5479,4,0
0.6216,4,0.5203,3,0
0.5411,4,0.5203,3,0
0.4634,3,0.3732,3,0
0.3024,3,0.3732,3,0
0.2995,2,0.3168,2,0
0.2202,2,0.1528,1,0
0.147,1,0.0547,1,0
0.0,0,0.0547,1,0
0.914,6,0.9236,6,0
0.8353,5,0.8704,6,0
0.748,5,0.8549,5,0
0.6745,4,0.7851,5,0
0.622,4,0.6477,4,0
0.5315,4,0.4716,3,0
0.4843,4,0.3636,3,0
0.4639,3,0.3161,2,0
0.3255,2,0.2732,2,0
0.1844,1,0.2732,2,0
0.1096,1,0.2412,2,0
0.0348,1,0.2092,2,0
0.0,0,0.1772,2,0
0.9406,6,0.9132,6,1
0.8812,6,0.8264,6,1
0.8241,5,0.8042,5,1
0.7783,5,0.6689,4,1
0.7421,5,0.5067,3,1
0.7127,5,0.3378,2,1
0.6883,5,0.1756,1,1
0.6595,4,0.0188,1,1
0.6193,4,0.0,0,1
0.8653,6,0.9097,6,0
0.8365,5,0.8855,5,0
0.7575,5,0.7653,5,0
0.6786,5,0.707,4,0
0.6291,4,0.6252,4,0
0.5251,4,0.5612,4,0
0.4593,3,0.5142,3,0
0.4185,3,0.4858,3,0
0.3778,3,0.4573,3,0
0.3659,3,0.4573,3,0
0.3333,3,0.4111,3,0
0.3333,3,0.3784,3,0
0.2751,3,0.3129,3,0
0.2393,2,0.2724,3,0
0.2256,2,0.2397,2,0
0.136,2,0.2141,1,0
0.1322,1,0.1586,1,0
0.0,0,0.1586,1,0
0.9689,6,0.8848,6,0
0.9198,6,0.8848,6,0
0.8706,6,0.8581,5,0
0.8231,5,0.7887,5,0
0.7014,5,0.7069,5,0
0.6681,4,0.6964,4,0
0.637,4,0.6964,4,0
0.5202,3,0.6357,4,0
0.4094,3,0.6121,4,0
0.3832,2,0.5657,4,0
0.3832,2,0.4349,3,0
0.208,1,0.3779,3,0
0.1567,1,0.3544,2,0
0.1114,1,0.3005,2,0
0.066,1,0.2466,2,0
0.0207,1,0.1927,2,0
0.0,0,0.1927,2,0
0.9531,6,0.9124,6,1
0.8994,6,0.8629,5,1
0.8584,5,0.8339,5,1
0.7819,5,0.7281,5,1
0.7445,5,0.6792,4,1
0.735,4,0.5734,4,1
0.6717,4,0.525,3,1
0.6298,3,0.5051,3,1
0.4627,3,0.4568,3,1
0.3379,2,0.3538,2,1
0.2933,2,0.3043,2,1
0.2486,2,0.2548,2,1
0.204,2,0.2053,2,1
0.1594,2,0.1826,1,1
0.1553,1,0.0751,1,1
0.1553,1,0.0,0,1
0.8532,5,0.9243,6,0
0.748,5,0.8617,6,0
0.6727,4,0.8415,5,0
0.5377,4,0.7761,5,0
0.491,3,0.7108,5,0
0.3442,2,0.6264,5,0
0.2604,2,0.6231,4,0
0.2087,1,0.5566,4,0
0.0388,1,0.4918,3,0
0.0,0,0.4918,3,0
0.9325,6,0.9452,6,1
0.865,6,0.8904,6,1
0.851,5,0.8356,6,1
0.7801,5,0.8206,5,1
0.7093,5,0.7105,5,1
0.6942,4,0.6494,4,1
0.6696,4,0.5871,4,1
0.6451,4,0.5248,4,1
0.6077,4,0.5161,3,1
0.5625,4,0.4625,3,1
0.5374,3,0.4268,3,1
0.4782,3,0.3691,3,1
0.4782,3,0.3558,3,1
0.4782,3,0.3454,2,1
0.3694,2,0.2987,2,1
0.2539,2,0.1794,2,1
0.1791,1,0.1776,1,1
0.0413,1,0.079,1,1
0.0413,1,0.0,0,1
0.8427,6,0.9205,6,0
0.7651,5,0.8513,6,0
0.6466,5,0.8469,5,0
0.5964,5,0.7462,5,0
0.5837,4,0.6885,4,0
0.4826,4,0.6422,4,0
0.4424,3,0.598,4,0
0.3146,3,0.5408,3,0
0.2959,2,0.4826,3,0
0.1613,1,0.3459,3,0
0.0703,1,0.2789,2,0
0.0,0,0.2456,2,0
0.9807,6,0.87,6,1
0.9443,6,0.8482,5,1
0.8626,6,0.7751,5,1
0.8118,5,0.7019,5,1
0.7395,5,0.6723,4,1
0.6733,4,0.6463,4,1
0.6137,4,0.5139,4,1
0.5596,4,0.5024,3,1
0.5072,3,0.4462,3,1
0.3377,2,0.3706,3,1
0.3079,2,0.3083,2,1
0.2588,2,0.1747,1,1
0.1882,1,0.0973,1,1
0.1882,1,0.0,0,1
0.8494,6,0.9794,6,0
0.824,5,0.9694,6,0
0.7,5,0.8913,6,0
0.6506,4,0.8467,5,0
0.5123,4,0.8126,5,0
0.4825,3,0.7791,5,0
0.339,2,0.688,5,0
0.2383,2,0.6522,4,0
0.1753,2,0.5106,3,0
0.1695,1,0.3866,2,0
0.0,0,0.3866,2,0
0.9443,6,0.962,6,0
0.8886,6,0.9241,6,0
0.8502,5,0.8861,6,0
0.7204,5,0.8452,5,0
0.6711,5,0.8452,5,0
0.6217,5,0.7841,5,0
0.5723,5,0.723,5,0
0.5649,4,0.6797,5,0
0.5184,3,0.6667,4,0
0.3571,2,0.6453,4,0
0.1728,1,0.5771,4,0
0.0396,1,0.4905,4,0
0.0,0,0.4763,3,0
0.8912,6,0.8935,6,1
0.7824,6,0.8437,5,1
0.7687,5,0.8032,5,1
0.7176,5,0.6812,4,1
0.6165,4,0.6102,4,1
0.5445,4,0.5374,3,1
0.4945,4,0.3854,3,1
0.4786,3,0.3748,2,1
0.4176,3,0.32,2,1
0.3566,3,0.2653,2,1
0.3352,2,0.2254,2,1
0.2775,2,0.1999,1,1
0.2044,2,0.1052,1,1
0.1918,1,0.0386,1,1
0.1918,1,0.0,0,1
0.8835,5,0.9443,6,0
0.8221,5,0.8529,6,0
0.7607,5,0.8411,5,0
0.7607,5,0.7304,5,0
0.7607,5,0.6864,5,0
0.7149,4,0.5815,5,0
0.6582,4,0.5363,4,0
0.5533,4,0.4068,3,0
0.5406,3,0.2931,3,0
0.372,2,0.2386,3,0
0.2729,2,0.2022,2,0
0.1952,2,0.2022,2,0
0.1176,2,0.16,1,0
0.0869,1,0.0516,1,0
0.0,0,0.0516,1,0
0.8517,5,0.9805,6,0
0.8517,5,0.921,6,0
0.7376,5,0.8597,6,0
0.6779,4,0.8202,6,0
0.5463,4,0.8196,5,0
0.4893,3,0.6896,4,0
0.4107,3,0.622,4,0
0.3477,2,0.5544,4,0
0.2376,2,0.5286,3,0
0.1752,1,0.4794,3,0
0.0973,1,0.3906,3,0
0.0456,1,0.3448,2,0
0.0,0,0.3448,2,0
0.904,6,0.8925,6,0
0.8393,5,0.8162,5,0
0.7106,4,0.6628,4,0
0.6293,4,0.5986,4,0
0.548,4,0.5344,4,0
0.4923,3,0.5089,4,0
0.3508,2,0.4777,3,0
0.2682,2,0.4351,3,0
0.1857,2,0.3925,3,0
0.1607,1,0.3499,3,0
0.057,1,0.3117,2,0
0.0,0,0.3117,2,0
0.8658,5,0.8892,6,1
0.7984,5,0.8411,6,1
0.7149,4,0.8242,5,1
0.5952,4,0.7315,5,1
0.4755,4,0.7109,4,1
0.4471,3,0.6427,4,1
0.3575,3,0.5519,4,1
0.3296,2,0.5163,3,1
0.2923,2,0.4111,3,1
0.255,2,0.3467,2,1
0.2294,2,0.2403,2,1
0.2038,2,0.1633,1,1
0.1604,2,0.0488,1,1
0.1453,1,0.0044,1,1
0.1147,1,0.0,0,1
0.9624,6,0.8605,5,0
0.8757,6,0.7462,4,0
0.8354,5,0.6016,3,0
0.7206,5,0.6016,3,0
0.6298,4,0.5694,3,0
0.4583,3,0.5347,3,0
0.3087,2,0.4747,3,0
0.1578,1,0.4179,2,0
0.0348,1,0.3718,2,0
0.0,0,0.3258,2,0
1.0,6,0.9415,6,1
0.909,6,0.865,6,1
0.8278,5,0.8372,5,1
0.7724,5,0.7572,5,1
0.717,5,0.686,4,1
0.6623,4,0.653,4,1
0.6405,4,0.5521,3,1
0.4901,3,0.5191,3,1
0.3668,3,0.4003,3,1
0.3179,2,0.3604,2,1
0.2757,2,0.2155,2,1
0.2335,2,0.1628,1,1
0.1379,2,0.1628,1,1
0.1379,2,0.0,0,1
0.9635,6,0.9139,6,1
0.9513,6,0.8402,5,1
0.8372,5,0.809,5,1
0.7207,4,0.7123,5,1
0.5771,4,0.645,4,1
0.5058,3,0.5737,4,1
0.3581,3,0.4558,3,1
0.3082,2,0.3833,3,1
0.2306,2,0.3107,3,1
0.153,2,0.2783,2,1
0.1072,2,0.2783,2,1
0.0614,2,0.1621,2,1
0.0156,2,0.1421,1,1
0.0156,2,0.0,0,1
0.9591,6,0.7994,5,1
0.8875,6,0.5988,4,1
0.8379,5,0.525,4,1
0.7566,5,0.4356,3,1
0.7042,5,0.2875,2,1
0.7042,5,0.1506,1,1
0.7042,5,0.0,0,1
0.9352,6,0.9428,6,0
0.8704,6,0.8856,6,0
0.8274,5,0.8638,5,0
0.7493,5,0.8149,5,0
0.6713,5,0.7659,5,0
0.6481,4,0.7417,5,0
0.4954,3,0.727,5,0
0.3743,3,0.691,5,0
0.2619,3,0.691,5,0
0.1885,2,0.6716,5,0
0.1885,2,0.5637,5,0
0.1567,1,0.4823,4,0
0.0324,1,0.4558,3,0
0.0,0,0.4558,3,0
0.8443,5,0.9221,6,0
0.7784,5,0.8653,5,0
0.6712,5,0.7899,5,0
0.6525,4,0.7146,5,0
0.52,4,0.6922,4,0
0.5123,3,0.6111,4,0
0.3992,3,0.5511,3,0
0.3056,3,0.4413,3,0
0.3049,2,0.3844,2,0
0.1751,1,0.2682,2,0
0.0517,1,0.2178,1,0
0.0,0,0.159,1,0
0.9273,6,0.8953,6,0
0.8144,5,0.8614,5,0
0.7596,5,0.8052,5,0
0.7048,5,0.749,5,0
0.6618,4,0.7312,5,0
0.6618,4,0.6705,5,0
0.5159,3,0.6194,5,0
0.4075,3,0.5556,4,0
0.3104,2,0.5243,4,0
0.1513,1,0.5192,3,0
0.1063,1,0.44,3,0
0.0614,1,0.3608,3,0
0.0,0,0.3397,2,0
0.9326,6,0.932,6,1
0.8651,6,0.8639,6,1
0.8268,5,0.8515,5,1
0.7594,5,0.7142,5,1
0.692,5,0.6734,4,1
0.6433,5,0.5254,4,1
0.6187,4,0.4716,3,1
0.4851,4,0.4148,3,1
0.4818,3,0.3604,3,1
0.3256,2,0.3112,2,1
0.2665,2,0.1769,1,1
0.1511,2,0.0343,1,1
0.1304,1,0.0,0,1
0.9609,6,0.8738,6,0
0.9043,6,0.8651,5,0
0.854,6,0.7185,4,0
0.813,5,0.6349,4,0
0.6634,4,0.6349,4,0
0.5391,4,0.5701,4,0
0.4888,3,0.545,3,0
0.3932,3,0.4007,3,0
0.3932,3,0.285,3,0
0.328,2,0.2307,2,0
0.2124,2,0.1758,1,0
0.1658,1,0.1297,1,0
0.0031,1,0.0835,1,0
0.0,0,0.0835,1,0
0.8854,6,0.962,6,0
0.8323,5,0.9141,6,0
0.7595,5,0.8791,6,0
0.7112,4,0.8276,5,0
0.6468,4,0.6699,4,0
0.5865,4,0.5528,4,0
0.5316,3,0.4975,3,0
0.5316,3,0.411,3,0
0.4481,3,0.319,2,0
0.3401,2,0.2853,2,0
0.2023,1,0.2331,2,0
0.2023,1,0.1583,2,0
0.0984,1,0.0988,1,0
0.0,0,0.0988,1,0
0.9136,6,0.943,6,0
0.8476,5,0.886,6,0
0.6491,4,0.8269,5,0
0.5858,4,0.7866,5,0
0.5224,4,0.7463,5,0
0.5033,3,0.6904,5,0
0.3905,3,0.6344,5,0
0.3047,2,0.6172,4,0
0.159,1,0.5957,4,0
0.027,1,0.5669,4,0
0.0,0,0.5669,4,0
0.9334,6,0.8437,5,0
0.8598,5,0.7671,5,0
0.6815,4,0.6993,5,0
0.5603,4,0.675,4,0
0.5412,3,0.6046,4,0
0.4778,3,0.5062,3,0
0.297,2,0.5062,3,0
0.2614,2,0.3437,2,0
0.2113,2,0.2061,1,0
0.1694,1,0.1046,1,0
0.0,0,0.0218,1,0
0.9345,6,0.9381,6,0
0.8689,6,0.8761,6,0
0.8105,5,0.8533,6,0
0.621,4,0.8038,5,0
0.5431,4,0.7236,5,0
0.4894,3,0.6519,4,0
0.4599,3,0.5013,3,0
0.4044,3,0.3729,3,0
0.3536,3,0.3729,3,0
0.2721,3,0.3572,2,0
0.2267,2,0.1741,1,0
0.1423,1,0.0326,1,0
0.0,0,0.0326,1,0
1.0,6,0.9291,6,0
0.8457,5,0.8061,5,0
0.7202,5,0.6637,4,0
0.6717,4,0.5464,4,0
0.5699,4,0.5174,3,0
0.4919,3,0.4678,3,0
0.4295,3,0.4304,3,0
0.3671,3,0.393,3,0
0.3422,2,0.3557,2,0
0.2578,2,0.2899,2,0
0.1913,1,0.2242,2,0
0.0,0,0.2242,2,0
0.8849,5,0.9065,5,1
0.8076,5,0.8542,5,1
0.7302,5,0.802,5,1
0.6896,4,0.7288,5,1
0.6363,4,0.6902,4,1
0.5968,4,0.5379,4,1
0.5687,4,0.5261,3,1
0.5057,3,0.4065,3,1
0.4737,3,0.3647,2,1
0.3734,3,0.2314,2,1
0.3562,2,0.1837,1,1
0.2732,2,0.0889,1,1
0.1953,1,0.0,0,1
0.9748,6,0.9574,6,1
0.9496,6,0.9147,6,1
0.9244,6,0.8721,6,1
0.8872,6,0.8642,5,1
0.8511,6,0.7461,5,1
0.8259,6,0.7433,4,1
0.8047,5,0.6752,4,1
0.7446,5,0.6233,4,1
0.6993,5,0.5853,3,1
0.6472,5,0.512,3,1
0.6077,5,0.4597,2,1
0.5865,4,0.3355,2,1
0.4765,4,0.3017,1,1
0.4324,4,0.1344,1,1
0.4313,3,0.0,0,1
0.9684,6,1.0,6,0
0.8319,5,0.9509,6,0
0.7275,5,0.9053,6,0
0.6978,4,0.8598,6,0
0.6978,4,0.7704,6,0
0.6584,4,0.6817,5,0
0.568,4,0.6817,5,0
0.4575,3,0.6556,4,0
0.3762,3,0.5355,4,0
0.3289,2,0.4538,3,0
0.1802,2,0.3675,3,0
0.1644,1,0.3219,3,0
0.0746,1,0.2882,3,0
0.0388,1,0.2876,2,0
0.0,0,0.2142,2,0
0.8536,5,0.9256,6,0
0.7193,4,0.8815,6,0
0.5863,4,0.7757,5,0
0.5243,3,0.6602,5,0
0.3949,3,0.636,4,0
0.3779,2,0.5726,4,0
0.3487,2,0.5726,4,0
0.2303,2,0.4728,4,0
0.1768,1,0.4661,3,0
0.1027,1,0.3102,3,0
0.0286,1,0.3071,2,0
0.0,0,0.3071,2,0
0.8765,6,0.9529,6,0
0.8673,5,0.8686,6,0
0.834,5,0.8405,5,0
0.7784,5,0.7023,5,0
0.7241,5,0.6809,4,0
0.6877,4,0.6271,4,0
0.6877,4,0.5972,4,0
0.6074,4,0.5257,4,0
0.6074,4,0.4407,4,0
0.5142,3,0.3612,3,0
0.3889,3,0.3221,3,0
0.3593,2,0.283,3,0
0.2623,2,0.2555,2,0
0.192,1,0.1693,2,0
0.1315,1,0.1375,2,0
0.071,1,0.1057,2,0
0.0105,1,0.074,2,0
0.0,0,0.0593,1,0
0.9571,6,1.0,6,0
0.9571,6,0.9298,6,0
0.8368,5,0.8595,6,0
0.777,5,0.8459,5,0
0.7555,5,0.8459,5,0
0.6782,5,0.7314,5,0
0.6528,4,0.7037,4,0
0.6528,4,0.6771,4,0
0.5982,4,0.6275,4,0
0.5436,4,0.5779,4,0
0.5007,4,0.5779,4,0
0.3934,3,0.5283,4,0
0.3407,2,0.5035,4,0
0.1795,2,0.5024,3,0
0.171,1,0.4575,3,0
0.0098,1,0.3896,3,0
0.0,0,0.3896,3,0
0.9249,6,0.9212,6,0
0.8497,6,0.8425,6,0
0.8456,5,0.8244,5,0
0.7757,5,0.7602,5,0
0.7059,5,0.696,5,0
0.6675,4,0.6371,4,0
0.4692,3,0.5951,4,0
0.4692,3,0.4615,3,0
0.3769,3,0.3961,3,0
0.3148,2,0.3308,3,0
0.1604,1,0.3279,2,0
0.0538,1,0.2316,2,0
0.0,0,0.1406,1,0
0.8801,5,0.9563,6,1
0.8265,5,0.8258,5,1
0.7073,4,0.7509,5,1
0.5543,3,0.7083,5,1
0.3828,2,0.6152,4,1
0.3497,2,0.4784,3,1
0.2927,2,0.3468,3,1
0.2358,2,0.319,2,1
0.2358,2,0.2361,2,1
0.2033,1,0.2032,2,1
0.1464,1,0.1595,1,1
0.098,1,0.0289,1,1
0.098,1,0.0,0,1
0.9531,6,0.8424,5,1
0.8974,6,0.8105,5,1
0.8974,6,0.7401,5,1
0.8218,6,0.7401,5,1
0.7679,5,0.6971,5,1
0.6923,5,0.6267,5,1
0.6706,4,0.6006,4,1
0.575,4,0.5047,4,1
0.5059,3,0.4448,3,1
0.4607,3,0.3023,2,1
0.3851,3,0.2483,2,1
0.3529,2,0.1942,2,1
